Gene.ID	Intron_Counts	Intron_Length	Intron_Counts_Norm	Exon_Only_Counts	Exon_Length	Exon_Only_Counts_Norm	ENSUMG	txid	intron_num	Chromosome	Gene.Start	Gene.End	Gene_Length	Strand	FiveSS	ThreeSS	Intron_Size	Uninduced_spliced	Uninduced_unspliced	Induced_spliced	Induced_unspliced	Unind_splice_eff	Induc_splice_eff	Log2_FC.DMSO.splice.eff..Untreated.splice.eff.	LRS_Counts_Unind	LRS_Counts_Induced	Untreated_Int_Count	Untreated_NIC	NIC.0_Yes.1	Intron_within_750nt_TSS_Yes.1	
ENSMUST00000019038.14_intron_3_0_chr11_117352278_f	36	331	108.7613293	41	209	196.1722488	ENSMUSG00000059248	ENSMUST00000019038.14	3	chr11	117266245	117362313	96068	plus	117352276	117352607	331	6	4	0	2	0.6	NA	NA	10	2	1	0.142857143	0	0	
ENSMUST00000019354.10_intron_0_0_chr6_120795765_r	609	2114	288.0794702	169	607	278.4184514	ENSMUSG00000019210	ENSMUST00000019354.10	7	chr6	120822793	120795243	27550	minus	120797877	120795763	2114	18	0	6	0	1	1	0	18	6	1	0.052631579	0	0	
ENSMUST00000019354.10_intron_1_0_chr6_120797965_r	770	3080	250	28	181	154.6961326	ENSMUSG00000019210	ENSMUST00000019354.10	6	chr6	120822793	120795243	27550	minus	120801043	120797963	3080	18	2	6	0	0.9	1	0.152003093	20	6	1	0.052631579	0	0	
ENSMUST00000019354.10_intron_2_0_chr6_120801138_r	252	2172	116.0220994	20	162	123.4567901	ENSMUSG00000019210	ENSMUST00000019354.10	5	chr6	120822793	120795243	27550	minus	120803308	120801136	2172	16	2	8	0	0.888888889	1	0.169925001	18	8	2	0.111111111	0	0	
ENSMUST00000019354.10_intron_3_0_chr6_120803377_r	102	668	152.6946108	24	157	152.866242	ENSMUSG00000019210	ENSMUST00000019354.10	4	chr6	120822793	120795243	27550	minus	120804043	120803375	668	26	6	10	0	0.8125	1	0.299560282	32	10	0	0	1	0	
ENSMUST00000019354.10_intron_4_0_chr6_120804133_r	541	3455	156.5846599	34	155	219.3548387	ENSMUSG00000019210	ENSMUST00000019354.10	3	chr6	120822793	120795243	27550	minus	120807586	120804131	3455	28	2	10	0	0.933333333	1	0.099535674	30	10	2	0.066666667	0	0	
ENSMUST00000019354.10_intron_5_0_chr6_120807653_r	125	711	175.8087201	71	175	405.7142857	ENSMUSG00000019210	ENSMUST00000019354.10	2	chr6	120822793	120795243	27550	minus	120808362	120807651	711	31	2	16	0	0.939393939	1	0.09019781	33	16	3	0.088235294	0	0	
ENSMUST00000019354.10_intron_6_0_chr6_120808472_r	1375	9864	139.3957826	52	174	298.8505747	ENSMUSG00000019210	ENSMUST00000019354.10	1	chr6	120822793	120795243	27550	minus	120818334	120808470	9864	37	0	16	2	1	0.888888889	-0.169925001	37	18	0	0	1	0	
ENSMUST00000019514.9_intron_0_0_chr7_16916977_r	37	100	370	800	1732	461.8937644	ENSMUSG00000019370	ENSMUST00000019514.9	4	chr7	16924114	16915378	8736	minus	16917075	16916975	100	10	0	2	0	1	NA	NA	10	2	0	0	1	0	
ENSMUST00000019514.9_intron_1_0_chr7_16917211_r	68	177	384.180791	141	241	585.0622407	ENSMUSG00000019370	ENSMUST00000019514.9	3	chr7	16924114	16915378	8736	minus	16917386	16917209	177	12	0	3	0	1	NA	NA	12	3	0	0	1	0	
ENSMUST00000019514.9_intron_2_0_chr7_16917493_r	21	94	223.4042553	158	249	634.5381526	ENSMUSG00000019370	ENSMUST00000019514.9	2	chr7	16924114	16915378	8736	minus	16917585	16917491	94	12	1	4	0	0.923076923	NA	NA	13	4	0	0	1	0	
ENSMUST00000019514.9_intron_3_0_chr7_16917729_r	495	1908	259.4339623	117	173	676.300578	ENSMUSG00000019370	ENSMUST00000019514.9	1	chr7	16924114	16915378	8736	minus	16919635	16917727	1908	16	0	3	0	1	NA	NA	16	3	0	0	1	0	
ENSMUST00000019517.9_intron_5_0_chr11_59826431_r	629	1417	443.895554	123	319	385.5799373	ENSMUSG00000019373	ENSMUST00000019517.9	5	chr11	59839838	59817794	22044	minus	59827846	59826429	1417	17	0	11	0	1	1	0	17	11	1	0.055555556	0	0	
ENSMUST00000019517.9_intron_6_0_chr11_59828026_r	961	2123	452.6613283	76	271	280.4428044	ENSMUSG00000019373	ENSMUST00000019517.9	4	chr11	59839838	59817794	22044	minus	59830147	59828024	2123	17	1	14	0	0.944444444	1	0.082462161	18	14	1	0.055555556	0	0	
ENSMUST00000019517.9_intron_7_0_chr11_59830240_r	1123	2646	424.4142101	32	141	226.9503546	ENSMUSG00000019373	ENSMUST00000019517.9	3	chr11	59839838	59817794	22044	minus	59832884	59830238	2646	13	5	11	6	0.722222222	0.647058824	-0.158545939	18	17	1	0.071428571	0	0	
ENSMUST00000019517.9_intron_8_0_chr11_59832934_r	7	100	70	84	161	521.7391304	ENSMUSG00000019373	ENSMUST00000019517.9	2	chr11	59839838	59817794	22044	minus	59833032	59832932	100	20	0	18	4	1	0.818181818	-0.289506617	20	22	5	0.2	0	0	
ENSMUST00000019517.9_intron_9_0_chr11_59833145_r	977	3748	260.6723586	119	241	493.7759336	ENSMUSG00000019373	ENSMUST00000019517.9	1	chr11	59839838	59817794	22044	minus	59836891	59833143	3748	28	0	26	1	1	0.962962963	-0.054447784	28	27	0	0	1	0	
ENSMUST00000019576.14_intron_1_0_chr8_83719599_f	39	215	181.3953488	81	338	239.6449704	ENSMUSG00000005481	ENSMUST00000019576.14	1	chr8	83715176	83723348	8172	plus	83719597	83719812	215	24	5	4	0	0.827586207	NA	NA	29	4	1	0.04	0	0	
ENSMUST00000019576.14_intron_2_0_chr8_83719940_f	178	611	291.3256956	60	219	273.9726027	ENSMUSG00000005481	ENSMUST00000019576.14	2	chr8	83715176	83723348	8172	plus	83719938	83720549	611	23	0	5	0	1	1	0	23	5	1	0.041666667	0	0	
ENSMUST00000019576.14_intron_3_0_chr8_83720642_f	55	317	173.5015773	69	275	250.9090909	ENSMUSG00000005481	ENSMUST00000019576.14	3	chr8	83715176	83723348	8172	plus	83720640	83720957	317	19	0	3	0	1	NA	NA	19	3	0	0	1	0	
ENSMUST00000019576.14_intron_5_0_chr8_83721853_f	157	379	414.2480211	151	249	606.4257028	ENSMUSG00000005481	ENSMUST00000019576.14	5	chr8	83715176	83723348	8172	plus	83721851	83722230	379	8	8	0	5	0.5	0	#NUM!	16	5	2	0.2	0	0	
ENSMUST00000019576.14_intron_6_0_chr8_83722362_f	38	89	426.9662921	111	240	462.5	ENSMUSG00000005481	ENSMUST00000019576.14	6	chr8	83715176	83723348	8172	plus	83722360	83722449	89	9	2	2	0	0.818181818	NA	NA	11	2	0	0	1	0	
ENSMUST00000019576.14_intron_7_0_chr8_83722559_f	33	92	358.6956522	91	253	359.6837945	ENSMUSG00000005481	ENSMUST00000019576.14	7	chr8	83715176	83723348	8172	plus	83722557	83722649	92	8	2	1	0	0.8	NA	NA	10	1	0	0	1	0	
ENSMUST00000019614.12_intron_10_0_chr8_3613710_r	21	91	230.7692308	42	270	155.5555556	ENSMUSG00000019470	ENSMUST00000019614.12	4	chr8	3621316	3610086	11230	minus	3613799	3613708	91	9	2	22	2	0.818181818	0.916666667	0.163975735	11	24	0	0	1	0	
ENSMUST00000019614.12_intron_11_0_chr8_3613951_r	103	296	347.972973	56	295	189.8305085	ENSMUSG00000019470	ENSMUST00000019614.12	3	chr8	3621316	3610086	11230	minus	3614245	3613949	296	10	3	21	2	0.769230769	0.913043478	0.24726709	13	23	1	0.090909091	0	0	
ENSMUST00000019614.12_intron_12_0_chr8_3614390_r	249	1606	155.0435866	41	308	133.1168831	ENSMUSG00000019470	ENSMUST00000019614.12	2	chr8	3621316	3610086	11230	minus	3615994	3614388	1606	12	1	23	2	0.923076923	0.92	-0.004817016	13	25	2	0.142857143	0	0	
ENSMUST00000019614.12_intron_13_0_chr8_3616159_r	9	93	96.77419355	38	298	127.5167785	ENSMUSG00000019470	ENSMUST00000019614.12	1	chr8	3621316	3610086	11230	minus	3616250	3616157	93	15	2	28	0	0.882352941	1	0.180572246	17	28	3	0.166666667	0	0	
ENSMUST00000019614.12_intron_15_0_chr8_3618253_r	20	292	68.49315068	60	320	187.5	ENSMUSG00000019470	ENSMUST00000019614.12	1	chr8	3621316	3610086	11230	minus	3618543	3618251	292	20	2	32	2	0.909090909	0.941176471	0.050040683	22	34	0	0	1	0	
ENSMUST00000019614.12_intron_16_0_chr8_3618667_r	19	280	67.85714286	28	271	103.3210332	ENSMUSG00000019470	ENSMUST00000019614.12	2	chr8	3621316	3610086	11230	minus	3618945	3618665	280	16	4	26	2	0.8	0.928571429	0.215012891	20	28	0	0	1	0	
ENSMUST00000019614.12_intron_9_0_chr8_3613500_r	25	92	271.7391304	55	250	220	ENSMUSG00000019470	ENSMUST00000019614.12	5	chr8	3621316	3610086	11230	minus	3613590	3613498	92	8	2	10	3	0.8	0.769230769	-0.056583528	10	13	1	0.111111111	0	0	
ENSMUST00000019660.10_intron_1_0_chr5_138093433_f	69	561	122.9946524	220	659	333.8391502	ENSMUSG00000029729	ENSMUST00000019660.10	1	chr5	138085083	138107822	22739	plus	138093431	138093992	561	13	0	8	0	1	1	0	13	8	1	0.071428571	0	0	
ENSMUST00000019677.11_intron_1_0_chr4_115848363_f	963	8671	111.0598547	41	243	168.7242798	ENSMUSG00000028708	ENSMUST00000019677.11	1	chr4	115839197	115879250	40053	plus	115848361	115857032	8671	11	1	21	0	0.916666667	1	0.125530882	12	21	0	0	1	0	
ENSMUST00000019677.11_intron_2_0_chr4_115857134_f	212	2888	73.40720222	25	198	126.2626263	ENSMUSG00000028708	ENSMUST00000019677.11	2	chr4	115839197	115879250	40053	plus	115857132	115860020	2888	12	0	23	1	1	0.958333333	-0.061400545	12	24	0	0	1	0	
ENSMUST00000019677.11_intron_3_0_chr4_115860118_f	220	2861	76.89619014	28	176	159.0909091	ENSMUSG00000028708	ENSMUST00000019677.11	3	chr4	115839197	115879250	40053	plus	115860116	115862977	2861	10	3	22	0	0.769230769	1	0.378511624	13	22	1	0.090909091	0	0	
ENSMUST00000019677.11_intron_4_0_chr4_115863057_f	165	1484	111.1859838	25	152	164.4736842	ENSMUSG00000028708	ENSMUST00000019677.11	4	chr4	115839197	115879250	40053	plus	115863055	115864539	1484	7	5	18	2	0.583333333	0.9	0.625604486	12	20	1	0.125	0	0	
ENSMUST00000019677.11_intron_5_0_chr4_115864613_f	226	1851	122.0961642	34	177	192.0903955	ENSMUSG00000028708	ENSMUST00000019677.11	5	chr4	115839197	115879250	40053	plus	115864611	115866462	1851	6	4	15	0	0.6	1	0.736965594	10	15	0	0	1	0	
ENSMUST00000019697.8_intron_10_0_chr7_30659598_r	95	498	190.7630522	29	139	208.6330935	ENSMUSG00000078762	ENSMUST00000019697.8	7	chr7	30664994	30653715	11279	minus	30660094	30659596	498	11	0	9	0	1	1	0	11	9	0	0	1	0	
ENSMUST00000019697.8_intron_11_0_chr7_30660177_r	11	84	130.952381	35	151	231.7880795	ENSMUSG00000078762	ENSMUST00000019697.8	6	chr7	30664994	30653715	11279	minus	30660259	30660175	84	11	0	12	0	1	1	0	11	12	0	0	1	0	
ENSMUST00000019726.7_intron_4_0_chr17_56286296_r	18	154	116.8831169	26	280	92.85714286	ENSMUSG00000024197	ENSMUST00000019726.7	1	chr17	56290511	56277475	13036	minus	56286448	56286294	154	33	5	6	0	0.868421053	1	0.203533393	38	6	0	0	1	0	
ENSMUST00000019929.12_intron_1_0_chr10_7738898_f	163	2512	64.88853503	34	331	102.7190332	ENSMUSG00000019794	ENSMUST00000019929.12	1	chr10	7725999	7763149	37150	plus	7738896	7741408	2512	19	0	19	0	1	1	0	19	19	0	0	1	0	
ENSMUST00000019929.12_intron_2_0_chr10_7741566_f	151	1992	75.80321285	76	337	225.5192878	ENSMUSG00000019794	ENSMUST00000019929.12	2	chr10	7725999	7763149	37150	plus	7741564	7743556	1992	16	3	16	0	0.84210526	1	0.247927519	19	16	0	0	1	0	
ENSMUST00000019929.12_intron_4_0_chr10_7748898_f	78	2648	29.45619335	8	226	35.39823009	ENSMUSG00000019794	ENSMUST00000019929.12	4	chr10	7725999	7763149	37150	plus	7748896	7751544	2648	11	5	14	0	0.6875	1	0.540568381	16	14	0	0	1	0	
ENSMUST00000019929.12_intron_5_0_chr10_7751650_f	61	1096	55.65693431	29	263	110.2661597	ENSMUSG00000019794	ENSMUST00000019929.12	5	chr10	7725999	7763149	37150	plus	7751648	7752744	1096	12	0	12	2	1	0.857142857	-0.222392421	12	14	1	0.07692308	0	0	
ENSMUST00000020002.8_intron_0_0_chr10_18011817_r	675	7024	96.09908884	40	622	64.30868167	ENSMUSG00000078453	ENSMUST00000020002.8	1	chr10	18023288	18011259	12029	minus	18018839	18011815	7024	16	0	2	0	1	NA	NA	16	2	0	0	1	0	
ENSMUST00000020078.13_intron_1_0_chr10_58399181_f	674	8891	75.80699584	19	225	84.44444444	ENSMUSG00000019920	ENSMUST00000020078.13	1	chr10	58323465	58424691	101226	plus	58399179	58408070	8891	27	2	14	1	0.931034483	0.933333333	0.003557819	29	15	1	0.035714286	0	0	
ENSMUST00000020078.13_intron_2_0_chr10_58408137_f	127	1425	89.12280702	19	186	102.1505376	ENSMUSG00000019920	ENSMUST00000020078.13	2	chr10	58323465	58424691	101226	plus	58408135	58409560	1425	26	1	13	0	0.962962963	1	0.054447784	27	13	0	0	1	0	
ENSMUST00000020078.13_intron_3_0_chr10_58409681_f	27	374	72.19251337	27	269	100.3717472	ENSMUSG00000019920	ENSMUST00000020078.13	3	chr10	58323465	58424691	101226	plus	58409679	58410053	374	26	2	14	0	0.928571429	1	0.106915203	28	14	0	0	1	0	
ENSMUST00000020078.13_intron_4_0_chr10_58410203_f	120	2202	54.49591281	49	299	163.8795987	ENSMUSG00000019920	ENSMUST00000020078.13	4	chr10	58323465	58424691	101226	plus	58410201	58412403	2202	21	1	10	0	0.954545455	1	0.067114195	22	10	1	0.045454545	0	0	
ENSMUST00000020078.13_intron_5_0_chr10_58412554_f	141	1421	99.22589726	39	242	161.1570248	ENSMUSG00000019920	ENSMUST00000020078.13	5	chr10	58323465	58424691	101226	plus	58412552	58413973	1421	23	1	9	0	0.958333333	1	0.061400545	24	9	0	0	1	0	
ENSMUST00000020078.13_intron_6_0_chr10_58414066_f	149	2570	57.9766537	5	140	35.71428571	ENSMUSG00000019920	ENSMUST00000020078.13	6	chr10	58323465	58424691	101226	plus	58414064	58416634	2570	20	0	6	0	1	1	0	20	6	3	0.130434783	0	0	
ENSMUST00000020078.13_intron_7_0_chr10_58416683_f	149	1718	86.72875437	2	123	16.2601626	ENSMUSG00000019920	ENSMUST00000020078.13	7	chr10	58323465	58424691	101226	plus	58416681	58418399	1718	20	0	5	0	1	1	0	20	5	0	0	1	0	
ENSMUST00000020078.13_intron_8_0_chr10_58418475_f	245	2981	82.18718551	218	3312	65.82125604	ENSMUSG00000019920	ENSMUST00000020078.13	8	chr10	58323465	58424691	101226	plus	58418473	58421454	2981	20	1	4	0	0.952380952	NA	NA	21	4	0	0	1	0	
ENSMUST00000020081.10_intron_1_0_chr10_72656074_f	204	166	1228.915663	168	213	788.7323944	ENSMUSG00000019923	ENSMUST00000020081.10	1	chr10	72654844	72674964	20120	plus	72656072	72656238	166	35	3	21	2	0.921052632	0.913043478	-0.012600037	38	23	1	0.027777778	0	0	
ENSMUST00000020081.10_intron_2_0_chr10_72656362_f	76	170	447.0588235	172	289	595.1557093	ENSMUSG00000019923	ENSMUST00000020081.10	2	chr10	72654844	72674964	20120	plus	72656360	72656530	170	26	3	20	0	0.896551724	1	0.157541277	29	20	4	0.133333333	0	0	
ENSMUST00000020081.10_intron_3_0_chr10_72656697_f	58	122	475.4098361	93	222	418.9189189	ENSMUSG00000019923	ENSMUST00000020081.10	3	chr10	72654844	72674964	20120	plus	72656695	72656817	122	26	0	17	0	1	1	0	26	17	1	0.037037037	0	0	
ENSMUST00000020081.10_intron_4_0_chr10_72656874_f	92	174	528.7356322	57	195	292.3076923	ENSMUSG00000019923	ENSMUST00000020081.10	4	chr10	72654844	72674964	20120	plus	72656872	72657046	174	25	3	17	0	0.892857143	1	0.163498732	28	17	0	0	1	0	
ENSMUST00000020081.10_intron_5_0_chr10_72657186_f	6	82	73.17073171	49	261	187.7394636	ENSMUSG00000019923	ENSMUST00000020081.10	5	chr10	72654844	72674964	20120	plus	72657184	72657266	82	26	1	16	0	0.962962963	1	0.054447784	27	16	1	0.037037037	0	0	
ENSMUST00000020099.12_intron_1_0_chr10_69340623_r	20	94	212.7659574	268	304	881.5789474	ENSMUSG00000019942	ENSMUST00000020099.12	5	chr10	69352938	69335145	17793	minus	69340715	69340621	94	15	0	2	2	1	NA	NA	15	4	1	0.0625	0	0	
ENSMUST00000020099.12_intron_2_0_chr10_69340879_r	912	1663	548.4064943	317	333	951.951952	ENSMUSG00000019942	ENSMUST00000020099.12	4	chr10	69352938	69335145	17793	minus	69342540	69340877	1663	14	0	2	1	1	NA	NA	14	3	2	0.125	0	0	
ENSMUST00000020099.12_intron_3_0_chr10_69342711_r	1146	2352	487.244898	232	293	791.8088737	ENSMUSG00000019942	ENSMUST00000020099.12	3	chr10	69352938	69335145	17793	minus	69345061	69342709	2352	15	3	2	0	0.833333333	NA	NA	18	2	2	0.117647059	0	0	
ENSMUST00000020099.12_intron_4_0_chr10_69345185_r	504	892	565.0224215	180	279	645.1612903	ENSMUSG00000019942	ENSMUST00000020099.12	2	chr10	69352938	69335145	17793	minus	69346075	69345183	892	18	10	3	1	0.642857143	NA	NA	28	4	5	0.217391304	0	0	
ENSMUST00000020099.12_intron_5_0_chr10_69346232_r	1608	3866	415.9337817	154	218	706.4220183	ENSMUSG00000019942	ENSMUST00000020099.12	1	chr10	69352938	69335145	17793	minus	69350096	69346230	3866	12	12	4	1	0.5	0.8	0.678071905	24	5	1	0.076923077	0	0	
ENSMUST00000020145.11_intron_2_0_chr10_21995550_f	21	246	85.36585366	33	179	184.3575419	ENSMUSG00000019970	ENSMUST00000020145.11	2	chr10	21994665	21999903	5238	plus	21995548	21995794	246	2	8	8	2	0.2	0.8	2	10	10	0	0	1	0	
ENSMUST00000020153.9_intron_1_0_chr10_21299244_f	1232	5288	232.9803328	27	178	151.6853933	ENSMUSG00000019977	ENSMUST00000020153.9	1	chr10	21295978	21368898	72920	plus	21299242	21304530	5288	56	0	31	0	1	1	0	56	31	1	0.01754386	0	0	
ENSMUST00000020153.9_intron_10_0_chr10_21352045_f	52	499	104.2084168	30	185	162.1621622	ENSMUSG00000019977	ENSMUST00000020153.9	10	chr10	21295978	21368898	72920	plus	21352043	21352542	499	10	1	6	0	0.909090909	1	0.137503524	11	6	0	0	1	0	
ENSMUST00000020153.9_intron_2_0_chr10_21304644_f	831	2943	282.3649337	48	307	156.3517915	ENSMUSG00000019977	ENSMUST00000020153.9	2	chr10	21295978	21368898	72920	plus	21304642	21307585	2943	52	1	25	0	0.981132075	1	0.027480737	53	25	0	0	1	0	
ENSMUST00000020153.9_intron_4_0_chr10_21337076_f	763	4640	164.4396552	65	364	178.5714286	ENSMUSG00000019977	ENSMUST00000020153.9	4	chr10	21295978	21368898	72920	plus	21337074	21341714	4640	22	0	13	0	1	1	0	22	13	0	0	1	0	
ENSMUST00000020153.9_intron_5_0_chr10_21341980_f	38	421	90.26128266	54	430	125.5813953	ENSMUSG00000019977	ENSMUST00000020153.9	5	chr10	21295978	21368898	72920	plus	21341978	21342399	421	17	2	8	4	0.894736842	0.666666667	-0.424497828	19	12	0	0	1	0	
ENSMUST00000020153.9_intron_6_0_chr10_21342565_f	298	2514	118.5361973	25	282	88.65248227	ENSMUSG00000019977	ENSMUST00000020153.9	6	chr10	21295978	21368898	72920	plus	21342563	21345077	2514	16	0	7	2	1	0.777777778	-0.362570079	16	9	1	0.058823529	0	0	
ENSMUST00000020153.9_intron_7_0_chr10_21345195_f	195	2069	94.24842919	20	263	76.04562738	ENSMUSG00000019977	ENSMUST00000020153.9	7	chr10	21295978	21368898	72920	plus	21345193	21347262	2069	15	0	10	2	1	0.833333333	-0.263034406	15	12	0	0	1	0	
ENSMUST00000020153.9_intron_8_0_chr10_21347409_f	166	1905	87.13910761	23	220	104.5454545	ENSMUSG00000019977	ENSMUST00000020153.9	8	chr10	21295978	21368898	72920	plus	21347407	21349312	1905	14	2	9	1	0.875	0.9	0.040641984	16	10	1	0.066666667	0	0	
ENSMUST00000020153.9_intron_9_0_chr10_21349387_f	197	2542	77.49803304	32	191	167.539267	ENSMUSG00000019977	ENSMUST00000020153.9	9	chr10	21295978	21368898	72920	plus	21349385	21351927	2542	13	0	9	0	1	1	0	13	9	0	0	1	0	
ENSMUST00000020158.8_intron_10_0_chr10_21152657_r	176	237	742.6160338	394	312	1262.820513	ENSMUSG00000019982	ENSMUST00000020158.8	3	chr10	21160984	21125275	35709	minus	21152892	21152655	237	11	4	1	0	0.733333333	NA	NA	15	1	1	0.083333333	0	0	
ENSMUST00000020158.8_intron_11_0_chr10_21152985_r	1045	1701	614.3445032	230	163	1411.042945	ENSMUSG00000019982	ENSMUST00000020158.8	2	chr10	21160984	21125275	35709	minus	21154684	21152983	1701	9	4	1	0	0.692307692	NA	NA	13	1	0	0	1	0	
ENSMUST00000020158.8_intron_12_0_chr10_21154756_r	820	1586	517.0239596	290	188	1542.553191	ENSMUSG00000019982	ENSMUST00000020158.8	1	chr10	21160984	21125275	35709	minus	21156340	21154754	1586	7	4	0	0	0.636363636	NA	NA	11	0	0	0	1	0	
ENSMUST00000020158.8_intron_6_0_chr10_21146441_r	1210	1893	639.1970417	379	358	1058.659218	ENSMUSG00000019982	ENSMUST00000020158.8	7	chr10	21160984	21125275	35709	minus	21148332	21146439	1893	10	0	0	0	1	NA	NA	10	0	3	0.230769231	0	0	
ENSMUST00000020158.8_intron_7_0_chr10_21148437_r	346	343	1008.746356	249	184	1353.26087	ENSMUSG00000019982	ENSMUST00000020158.8	6	chr10	21160984	21125275	35709	minus	21148778	21148435	343	12	9	0	0	0.571428571	NA	NA	21	0	8	0.4	0	0	
ENSMUST00000020158.8_intron_8_0_chr10_21148859_r	1003	1449	692.2015183	455	314	1449.044586	ENSMUSG00000019982	ENSMUST00000020158.8	5	chr10	21160984	21125275	35709	minus	21150306	21148857	1449	13	10	1	0	0.565217391	NA	NA	23	1	3	0.1875	0	0	
ENSMUST00000020158.8_intron_9_0_chr10_21150541_r	1610	1897	848.7084871	579	454	1275.330396	ENSMUSG00000019982	ENSMUST00000020158.8	4	chr10	21160984	21125275	35709	minus	21152436	21150539	1897	17	0	1	0	1	NA	NA	17	1	2	0.105263158	0	0	
ENSMUST00000020163.6_intron_10_0_chr10_92711312_r	140	2764	50.6512301	21	256	82.03125	ENSMUSG00000019988	ENSMUST00000020163.6	3	chr10	92722420	92684745	37675	minus	92714074	92711310	2764	12	1	2	0	0.923076923	NA	NA	13	2	0	0	1	0	
ENSMUST00000020163.6_intron_11_0_chr10_92714191_r	103	1977	52.09914011	16	210	76.19047619	ENSMUSG00000019988	ENSMUST00000020163.6	2	chr10	92722420	92684745	37675	minus	92716166	92714189	1977	13	2	2	0	0.866666667	NA	NA	15	2	1	0.071428571	0	0	
ENSMUST00000020163.6_intron_12_0_chr10_92716261_r	251	3227	77.78122095	21	237	88.60759494	ENSMUSG00000019988	ENSMUST00000020163.6	1	chr10	92722420	92684745	37675	minus	92719486	92716259	3227	15	1	2	1	0.9375	NA	NA	16	3	1	0.0625	0	0	
ENSMUST00000020209.15_intron_1_0_chr10_94200033_f	152	3257	46.66871354	27	169	159.7633136	ENSMUSG00000020022	ENSMUST00000020209.15	1	chr10	94198954	94221443	22489	plus	94200031	94203288	3257	18	1	10	0	0.947368421	1	0.078002512	19	10	0	0	1	0	
ENSMUST00000020223.7_intron_1_0_chr10_84585056_f	54	2050	26.34146341	9	442	20.36199095	ENSMUSG00000020034	ENSMUST00000020223.7	1	chr10	84576625	84614359	37734	plus	84585054	84587104	2050	10	0	8	0	1	1	0	10	8	0	0	1	0	
ENSMUST00000020223.7_intron_2_0_chr10_84587240_f	60	2646	22.67573696	3	255	11.76470588	ENSMUSG00000020034	ENSMUST00000020223.7	2	chr10	84576625	84614359	37734	plus	84587238	84589884	2646	11	0	8	0	1	1	0	11	8	0	0	1	0	
ENSMUST00000020223.7_intron_3_0_chr10_84590005_f	37	1085	34.10138249	6	340	17.64705882	ENSMUSG00000020034	ENSMUST00000020223.7	3	chr10	84576625	84614359	37734	plus	84590003	84591088	1085	11	2	7	0	0.846153846	1	0.2410081	13	7	0	0	1	0	
ENSMUST00000020223.7_intron_4_0_chr10_84591309_f	60	3341	17.958695	8	356	22.47191011	ENSMUSG00000020034	ENSMUST00000020223.7	4	chr10	84576625	84614359	37734	plus	84591307	84594648	3341	11	0	7	1	1	0.875	-0.192645078	11	8	1	0.083333333	0	0	
ENSMUST00000020223.7_intron_5_0_chr10_84594785_f	167	9724	17.17400247	6	317	18.92744479	ENSMUSG00000020034	ENSMUST00000020223.7	5	chr10	84576625	84614359	37734	plus	84594783	84604507	9724	9	1	7	0	0.9	1	0.152003093	10	7	0	0	1	0	
ENSMUST00000020238.13_intron_0_0_chr10_86691129_r	230	502	458.1673307	402	407	987.7149877	ENSMUSG00000020048	ENSMUST00000020238.13	16	chr10	86705509	86690839	14670	minus	86691629	86691127	502	6	6	6	1	0.5	0.857142857	0.777607579	12	7	1	0.142857143	0	0	
ENSMUST00000020238.13_intron_1_0_chr10_86691749_r	275	393	699.7455471	412	274	1503.649635	ENSMUSG00000020048	ENSMUST00000020238.13	15	chr10	86705509	86690839	14670	minus	86692140	86691747	393	11	2	5	0	0.846153846	1	0.2410081	13	5	0	0	1	0	
ENSMUST00000020238.13_intron_10_0_chr10_86696836_r	336	1485	226.2626263	139	235	591.4893617	ENSMUSG00000020048	ENSMUST00000020238.13	6	chr10	86705509	86690839	14670	minus	86698319	86696834	1485	9	1	9	0	0.9	1	0.152003093	10	9	0	0	1	0	
ENSMUST00000020238.13_intron_11_0_chr10_86698439_r	70	147	476.1904762	144	230	626.0869565	ENSMUSG00000020048	ENSMUST00000020238.13	5	chr10	86705509	86690839	14670	minus	86698584	86698437	147	11	0	10	2	1	0.833333333	-0.263034406	11	12	1	0.083333333	0	0	
ENSMUST00000020238.13_intron_12_0_chr10_86698696_r	1966	3003	654.6786547	187	442	423.0769231	ENSMUSG00000020048	ENSMUST00000020238.13	4	chr10	86705509	86690839	14670	minus	86701697	86698694	3003	13	1	9	2	0.928571429	0.818181818	-0.182591414	14	11	2	0.133333333	0	0	
ENSMUST00000020238.13_intron_13_0_chr10_86702029_r	395	882	447.845805	256	447	572.7069351	ENSMUSG00000020048	ENSMUST00000020238.13	3	chr10	86705509	86690839	14670	minus	86702909	86702027	882	27	0	11	1	1	0.916666667	-0.125530882	27	12	1	0.035714286	0	0	
ENSMUST00000020238.13_intron_14_0_chr10_86703026_r	543	436	1245.412844	236	257	918.2879377	ENSMUSG00000020048	ENSMUST00000020238.13	2	chr10	86705509	86690839	14670	minus	86703460	86703024	436	24	4	13	0	0.857142857	1	0.222392422	28	13	2	0.076923077	0	0	
ENSMUST00000020238.13_intron_15_0_chr10_86703602_r	707	694	1018.731988	236	243	971.1934156	ENSMUSG00000020048	ENSMUST00000020238.13	1	chr10	86705509	86690839	14670	minus	86704294	86703600	694	22	9	11	0	0.709677419	1	0.494764692	31	11	1	0.043478261	0	0	
ENSMUST00000020238.13_intron_2_0_chr10_86692296_r	101	92	1097.826087	296	233	1270.386266	ENSMUSG00000020048	ENSMUST00000020238.13	14	chr10	86705509	86690839	14670	minus	86692386	86692294	92	8	3	5	0	0.727272727	1	0.459431619	11	5	1	0.111111111	0	0	
