Gene.ID	Intron_Counts	Intron_Length	Intron_Counts_Norm	Exon_Only_Counts	Exon_Length	Exon_Only_Counts_Norm	Intron_Div_Flanking_Exons	ENSUMG	txid	intron_num	Chromosome	Gene.Start	Gene.End	Gene_Length	Strand	FiveSS	ThreeSS	Intron_Size	Uninduced_spliced	Uninduced_unspliced	Induced_spliced	Induced_unspliced	Unind_splice_eff	Induc_splice_eff	Log2_FC.DMSO.splice.eff..Untreated.splice.eff.	LRS_Counts_Unind	LRS_Counts_Induced	Untreated_Int_Count	Untreated_NIC	NIC.0_Yes.1	Intron_within_750nt_TSS_Yes.1
ENSMUST00000031364.4_intron_14_0_chr5_92301887_r	3701.5666	754	4909.239523	84328.9969	131	643732.8008	0.007626207	ENSMUSG00000029415	ENSMUST00000031364.4	6	chr5	92310024	92284009	26015	minus	92302639	92301885	754	17	0	3	0	1	NA	NA	17	3	2	0.105263158	0	0
ENSMUST00000031364.4_intron_15_0_chr5_92302697_r	5135.4999	971	5288.877343	112065.33	157	713791.9108	0.007409551	ENSMUSG00000029415	ENSMUST00000031364.4	5	chr5	92310024	92284009	26015	minus	92303666	92302695	971	16	4	4	0	0.8	NA	NA	20	4	0	0	1	0
ENSMUST00000031364.4_intron_16_0_chr5_92303767_r	2446.5	119	20558.82353	121058	171	707941.5205	0.029040285	ENSMUSG00000029415	ENSMUST00000031364.4	4	chr5	92310024	92284009	26015	minus	92303884	92303765	119	18	2	4	0	0.9	NA	NA	20	4	0	0	1	0
ENSMUST00000031364.4_intron_17_0_chr5_92303956_r	4324.5	1019	4243.866536	111689.84	181	617070.9392	0.006877437	ENSMUSG00000029415	ENSMUST00000031364.4	3	chr5	92310024	92284009	26015	minus	92304973	92303954	1019	15	5	4	4	0.75	0.5	-0.584962501	20	8	0	0	1	0
ENSMUST00000031364.4_intron_18_0_chr5_92305084_r	1877.07142	122	15385.83131	130686.84	208	628302.1154	0.024487951	ENSMUSG00000029415	ENSMUST00000031364.4	2	chr5	92310024	92284009	26015	minus	92305204	92305082	122	17	2	7	3	0.894736842	0.7	-0.3541085	19	10	1	0.055555556	0	0
ENSMUST00000031364.4_intron_19_0_chr5_92305303_r	3066.5	432	7098.37963	139048.31	202	688357.9703	0.010312047	ENSMUSG00000029415	ENSMUST00000031364.4	1	chr5	92310024	92284009	26015	minus	92305733	92305301	432	17	4	8	4	0.80952381	0.666666667	-0.28010792	21	12	0	0	1	0
ENSMUST00000031366.11_intron_1_0_chr5_123753998_f	1876.433	1678	1118.255662	47627.0001	294	161996.599	0.006902958	ENSMUSG00000029414	ENSMUST00000031366.11	1	chr5	123749725	123821593	71868	plus	123753996	123755674	1678	23	0	3	0	1	NA	NA	23	3	0	0	1	0
ENSMUST00000031366.11_intron_10_0_chr5_123764231_f	650.61672	768	847.1571875	25752.24991	169	152380.177	0.005559497	ENSMUSG00000029414	ENSMUST00000031366.11	10	chr5	123749725	123821593	71868	plus	123764229	123764997	768	25	2	2	0	0.925925926	NA	NA	27	2	0	0	1	0
ENSMUST00000031366.11_intron_11_0_chr5_123765052_f	321.86699	862	373.39558	11791.49933	152	77575.65349	0.004813309	ENSMUSG00000029414	ENSMUST00000031366.11	11	chr5	123749725	123821593	71868	plus	123765050	123765912	862	24	0	2	1	1	NA	NA	24	3	1	0.04	0	0
ENSMUST00000031366.11_intron_12_0_chr5_123766011_f	1265.1663	1761	718.4362862	7703.33398	141	54633.57433	0.013150088	ENSMUSG00000029414	ENSMUST00000031366.11	12	chr5	123749725	123821593	71868	plus	123766009	123767770	1761	22	1	3	0	0.956521739	NA	NA	23	3	0	0	1	0
ENSMUST00000031366.11_intron_13_0_chr5_123767814_f	157	107	1467.28972	5243.0006	108	48546.30185	0.030224542	ENSMUSG00000029414	ENSMUST00000031366.11	13	chr5	123749725	123821593	71868	plus	123767812	123767919	107	22	0	3	0	1	NA	NA	22	3	1	0.043478261	0	0
ENSMUST00000031366.11_intron_14_0_chr5_123767985_f	235.6	309	762.4595469	10064	140	71885.71429	0.010606552	ENSMUSG00000029414	ENSMUST00000031366.11	14	chr5	123749725	123821593	71868	plus	123767983	123768292	309	21	0	3	0	1	NA	NA	21	3	0	0	1	0
ENSMUST00000031366.11_intron_15_0_chr5_123768368_f	981.40957	1247	787.0164956	22018.5	200	110092.5	0.007148684	ENSMUSG00000029414	ENSMUST00000031366.11	15	chr5	123749725	123821593	71868	plus	123768366	123769613	1247	21	1	2	2	0.954545455	NA	NA	22	4	0	0	1	0
ENSMUST00000031366.11_intron_16_0_chr5_123769739_f	293.25	116	2528.017241	25272.5	214	118095.7944	0.021406497	ENSMUSG00000029414	ENSMUST00000031366.11	16	chr5	123749725	123821593	71868	plus	123769737	123769853	116	21	2	3	0	0.913043478	NA	NA	23	3	0	0	1	0
ENSMUST00000031366.11_intron_17_0_chr5_123769943_f	481.2	1147	419.5292066	14966.5	142	105397.8873	0.003980433	ENSMUSG00000029414	ENSMUST00000031366.11	17	chr5	123749725	123821593	71868	plus	123769941	123771088	1147	18	0	2	0	1	NA	NA	18	2	4	0.181818182	0	0
ENSMUST00000031366.11_intron_18_0_chr5_123771142_f	728.00003	946	769.5560571	11177.99997	114	98052.63132	0.007848398	ENSMUSG00000029414	ENSMUST00000031366.11	18	chr5	123749725	123821593	71868	plus	123771140	123772086	946	14	6	2	0	0.7	NA	NA	20	2	1	0.066666667	0	0
ENSMUST00000031366.11_intron_19_0_chr5_123772148_f	613.38576	1791	342.4822781	14418.99996	172	83831.39512	0.00408537	ENSMUSG00000029414	ENSMUST00000031366.11	19	chr5	123749725	123821593	71868	plus	123772146	123773937	1791	9	1	0	0	0.9	NA	NA	10	0	9	0.5	0	0
ENSMUST00000031366.11_intron_2_0_chr5_123755795_f	1215.25	2006	605.8075773	32921.49993	235	140091.4891	0.004324371	ENSMUSG00000029414	ENSMUST00000031366.11	2	chr5	123749725	123821593	71868	plus	123755793	123757799	2006	25	0	3	0	1	NA	NA	25	3	0	0	1	0
ENSMUST00000031366.11_intron_21_0_chr5_123775847_f	379.22222	548	692.0113504	13498.5	199	67831.65829	0.010201893	ENSMUSG00000029414	ENSMUST00000031366.11	21	chr5	123749725	123821593	71868	plus	123775845	123776393	548	8	2	0	0	0.8	NA	NA	10	0	0	0	1	0
ENSMUST00000031366.11_intron_3_0_chr5_123757915_f	514.75	530	971.2264151	29749.5	193	154142.487	0.006300835	ENSMUSG00000029414	ENSMUST00000031366.11	3	chr5	123749725	123821593	71868	plus	123757913	123758443	530	30	2	3	2	0.9375	0.6	-0.64385619	32	5	1	0.032258065	0	0
ENSMUST00000031366.11_intron_4_0_chr5_123758522_f	904.57159	501	1805.532116	15808	155	101987.0968	0.017703535	ENSMUSG00000029414	ENSMUST00000031366.11	4	chr5	123749725	123821593	71868	plus	123758520	123759021	501	30	2	2	2	0.9375	NA	NA	32	4	0	0	1	0
ENSMUST00000031366.11_intron_5_0_chr5_123759099_f	1350.2	1236	1092.394822	7241	111	65234.23423	0.016745729	ENSMUSG00000029414	ENSMUST00000031366.11	5	chr5	123749725	123821593	71868	plus	123759097	123760333	1236	27	0	3	0	1	NA	NA	27	3	4	0.129032258	0	0
ENSMUST00000031366.11_intron_6_0_chr5_123760368_f	106	237	447.257384	7312	147	49741.4966	0.008991635	ENSMUSG00000029414	ENSMUST00000031366.11	6	chr5	123749725	123821593	71868	plus	123760366	123760603	237	25	0	2	0	1	NA	NA	25	2	0	0	1	0
ENSMUST00000031366.11_intron_7_0_chr5_123760717_f	971.98572	1798	540.5927253	15063.125	206	73121.966	0.007393028	ENSMUSG00000029414	ENSMUST00000031366.11	7	chr5	123749725	123821593	71868	plus	123760715	123762513	1798	24	0	2	0	1	NA	NA	24	2	1	0.04	0	0
ENSMUST00000031366.11_intron_8_0_chr5_123762607_f	867.41666	1190	728.921563	18518.13	145	127711.2414	0.005707576	ENSMUSG00000029414	ENSMUST00000031366.11	8	chr5	123749725	123821593	71868	plus	123762605	123763795	1190	26	1	2	0	0.962962963	NA	NA	27	2	0	0	1	0
ENSMUST00000031366.11_intron_9_0_chr5_123763848_f	750	269	2788.104089	28561.5	167	171026.9461	0.016302133	ENSMUSG00000029414	ENSMUST00000031366.11	9	chr5	123749725	123821593	71868	plus	123763846	123764115	269	25	2	2	0	0.925925926	NA	NA	27	2	1	0.038461538	0	0
ENSMUST00000031383.13_intron_3_0_chr5_129020992_f	70392.551	1013	69489.19151	3900679.367	312	12502177.46	0.005558167	ENSMUSG00000029430	ENSMUST00000031383.13	3	chr5	129020068	129024323	4255	plus	129020990	129022003	1013	12	4	6	2	0.75	0.75	0	16	8	1	0.076923077	0	0
ENSMUST00000031383.13_intron_4_0_chr5_129022191_f	21679.75	186	116557.7957	3220446.45	357	9020858.403	0.012920921	ENSMUSG00000029430	ENSMUST00000031383.13	4	chr5	129020068	129024323	4255	plus	129022189	129022375	186	12	6	4	2	0.666666667	0.666666667	-7.21E-10	18	6	0	0	1	0
ENSMUST00000031383.13_intron_5_0_chr5_129022546_f	34916.867	230	151812.4652	4500841.793	1719	2618290.746	0.057981515	ENSMUSG00000029430	ENSMUST00000031383.13	5	chr5	129020068	129024323	4255	plus	129022544	129022774	230	12	10	6	4	0.545454545	0.6	0.137503525	22	10	0	0	1	0
ENSMUST00000031423.9_intron_10_0_chr5_122466931_r	5251.5	778	6750	196940.91	190	1036531.105	0.006512106	ENSMUSG00000029467	ENSMUST00000031423.9	8	chr5	122502225	122456339	45886	minus	122467707	122466929	778	8	3	3	0	0.727272727	NA	NA	11	3	0	0	1	0
ENSMUST00000031423.9_intron_2_0_chr5_122458222_r	5138.5	228	22537.2807	234261.8	218	1074595.413	0.020972806	ENSMUSG00000029467	ENSMUST00000031423.9	16	chr5	122502225	122456339	45886	minus	122458448	122458220	228	10	4	9	4	0.714285714	0.692307692	-0.045087889	14	13	0	0	1	0
ENSMUST00000031423.9_intron_3_0_chr5_122458534_r	8599.5	916	9388.100437	287629.6	287	1002193.728	0.009367551	ENSMUSG00000029467	ENSMUST00000031423.9	15	chr5	122502225	122456339	45886	minus	122459448	122458532	916	12	3	9	4	0.8	0.692307692	-0.208586622	15	13	0	0	1	0
ENSMUST00000031423.9_intron_4_0_chr5_122459651_r	6542.5	327	20007.64526	518272.73	422	1228134.431	0.016291087	ENSMUSG00000029467	ENSMUST00000031423.9	14	chr5	122502225	122456339	45886	minus	122459976	122459649	327	12	2	12	3	0.857142857	0.8	-0.099535673	14	15	0	0	1	0
ENSMUST00000031423.9_intron_5_0_chr5_122460197_r	6038.49	446	13539.21525	752653.63	555	1356132.667	0.009983695	ENSMUSG00000029467	ENSMUST00000031423.9	13	chr5	122502225	122456339	45886	minus	122460641	122460195	446	14	3	8	2	0.823529412	0.8	-0.041820176	17	10	0	0	1	0
ENSMUST00000031423.9_intron_6_0_chr5_122460977_r	6267.1671	591	10604.34365	753976.7996	553	1363430.017	0.007777696	ENSMUSG00000029467	ENSMUST00000031423.9	12	chr5	122502225	122456339	45886	minus	122461566	122460975	591	9	1	7	1	0.9	0.875	-0.040641984	10	8	0	0	1	0
ENSMUST00000031423.9_intron_9_0_chr5_122466082_r	5292.1429	748	7075.057353	252669.6	233	1084418.884	0.006524285	ENSMUSG00000029467	ENSMUST00000031423.9	9	chr5	122502225	122456339	45886	minus	122466828	122466080	748	9	4	4	0	0.692307692	NA	NA	13	4	0	0	1	0
ENSMUST00000031534.8_intron_10_0_chr5_140300330_r	1038.5	106	9797.169811	75815.5	244	310719.2623	0.031530616	ENSMUSG00000029554	ENSMUST00000031534.8	4	chr5	140321552	140008688	312864	minus	140300434	140300328	106	10	2	12	0	0.833333333	1	0.263034406	12	12	0	0	1	0
ENSMUST00000031534.8_intron_11_0_chr5_140300565_r	1812.9166	2352	770.7978741	73988.5	211	350656.3981	0.002198157	ENSMUSG00000029554	ENSMUST00000031534.8	3	chr5	140321552	140008688	312864	minus	140302915	140300563	2352	10	1	12	0	0.909090909	1	0.137503524	11	12	0	0	1	0
ENSMUST00000031534.8_intron_12_0_chr5_140302997_r	1774.5	578	3070.069204	69785	205	340414.6341	0.009018617	ENSMUSG00000029554	ENSMUST00000031534.8	2	chr5	140321552	140008688	312864	minus	140303573	140302995	578	10	0	11	0	1	1	0	10	11	1	0.090909091	0	0
ENSMUST00000031540.10_intron_2_0_chr5_114928306_f	247.394805	1536	161.0643262	13463.683	445	30255.46742	0.005323478	ENSMUSG00000041827	ENSMUST00000031540.10	2	chr5	114923239	114937912	14673	plus	114928304	114929840	1536	9	1	0	0	0.9	NA	NA	10	0	0	0	1	0
ENSMUST00000031617.12_intron_1_0_chr5_121205664_f	46367.68	92	503996.5217	4702173.37	358	13134562.49	0.038371778	ENSMUSG00000029614	ENSMUST00000031617.12	1	chr5	121204480	121209241	4761	plus	121205662	121205754	92	150	11	25	3	0.931677019	0.892857143	-0.061400545	161	28	0	0	1	0
ENSMUST00000031617.12_intron_2_0_chr5_121205856_f	121308.296	813	149210.6962	5448251.904	244	22328901.25	0.006682402	ENSMUSG00000029614	ENSMUST00000031617.12	2	chr5	121204480	121209241	4761	plus	121205854	121206667	813	143	1	24	5	0.993055556	0.827586207	-0.26296483	144	29	6	0.040268456	0	0
ENSMUST00000031617.12_intron_3_0_chr5_121206811_f	83781.15	338	247873.2249	4737794.9	191	24805208.9	0.009992789	ENSMUSG00000029614	ENSMUST00000031617.12	3	chr5	121204480	121209241	4761	plus	121206809	121207147	338	138	0	25	2	1	0.925925926	-0.111031312	138	27	0	0	1	0
ENSMUST00000031617.12_intron_4_0_chr5_121207196_f	96143.5	1197	80320.38429	3590862.5	232	15477855.6	0.005189374	ENSMUSG00000029614	ENSMUST00000031617.12	4	chr5	121204480	121209241	4761	plus	121207194	121208391	1197	126	4	23	5	0.969230769	0.821428571	-0.238705076	130	28	0	0	1	0
ENSMUST00000031617.12_intron_5_0_chr5_121208576_f	60624.8834	208	291465.7856	5038666.877	643	7836184.878	0.037194858	ENSMUSG00000029614	ENSMUST00000031617.12	5	chr5	121204480	121209241	4761	plus	121208574	121208782	208	82	4	14	8	0.953488372	0.636363636	-0.583363946	86	22	5	0.057471264	0	0
ENSMUST00000031625.14_intron_1_0_chr5_145091247_f	1936.33333	1213	1596.317667	99656.00003	197	505868.0205	0.003155601	ENSMUSG00000029621	ENSMUST00000031625.14	1	chr5	145083829	145108761	24932	plus	145091245	145092458	1213	9	2	12	0	0.818181818	1	0.289506618	11	12	0	0	1	0
ENSMUST00000031625.14_intron_3_0_chr5_145096275_f	1807.64286	943	1916.906532	150323.25	329	456909.5745	0.004195374	ENSMUSG00000029621	ENSMUST00000031625.14	3	chr5	145083829	145108761	24932	plus	145096273	145097216	943	10	7	8	0	0.588235294	1	0.765534747	17	8	0	0	1	0
ENSMUST00000031625.14_intron_4_0_chr5_145097324_f	63861.77228	3735	17098.19874	172317.987	319	540181.7774	0.031652676	ENSMUSG00000029621	ENSMUST00000031625.14	4	chr5	145083829	145108761	24932	plus	145097322	145101057	3735	11	0	6	0	1	1	0	11	6	1	0.083333333	0	0
ENSMUST00000031625.14_intron_5_0_chr5_145101270_f	15507.0001	3174	4885.633302	167614	287	584020.9059	0.008365511	ENSMUSG00000029621	ENSMUST00000031625.14	5	chr5	145083829	145108761	24932	plus	145101268	145104442	3174	11	2	3	0	0.846153846	NA	NA	13	3	1	0.083333333	0	0
ENSMUST00000031625.14_intron_6_0_chr5_145104518_f	3312.5	182	18200.54945	172914.47	268	645203.2463	0.028209017	ENSMUSG00000029621	ENSMUST00000031625.14	6	chr5	145083829	145108761	24932	plus	145104516	145104698	182	9	2	4	0	0.818181818	NA	NA	11	4	0	0	1	0
ENSMUST00000031766.11_intron_0_0_chr6_7675525_r	7840.5	470	16681.91489	1237112.5	510	2425710.784	0.006877124	ENSMUSG00000029752	ENSMUST00000031766.11	10	chr6	7693254	7675168	18086	minus	7675993	7675523	470	24	10	10	4	0.705882353	0.714285714	0.017073513	34	14	0	0	1	0
ENSMUST00000031766.11_intron_1_0_chr6_7676149_r	5159.51	88	58630.79545	474471.05	236	2010470.551	0.029162723	ENSMUSG00000029752	ENSMUST00000031766.11	9	chr6	7693254	7675168	18086	minus	7676235	7676147	88	24	10	11	4	0.705882353	0.733333333	0.055041363	34	15	2	0.076923077	0	0
ENSMUST00000031766.11_intron_2_0_chr6_7676317_r	15322.5	916	16727.62009	423758.2	181	2341205.525	0.007144875	ENSMUSG00000029752	ENSMUST00000031766.11	8	chr6	7693254	7675168	18086	minus	7677231	7676315	916	24	9	12	4	0.727272727	0.75	0.04439412	33	16	3	0.111111111	0	0
ENSMUST00000031766.11_intron_3_0_chr6_7677332_r	11149.73	610	18278.2459	479088.201	206	2325670.879	0.007859343	ENSMUSG00000029752	ENSMUST00000031766.11	7	chr6	7693254	7675168	18086	minus	7677940	7677330	610	27	7	12	4	0.794117647	0.75	-0.08246216	34	16	8	0.228571429	0	0
ENSMUST00000031766.11_intron_4_0_chr6_7678047_r	28708.7858	2040	14072.93422	515459.5002	232	2221808.191	0.006334001	ENSMUSG00000029752	ENSMUST00000031766.11	6	chr6	7693254	7675168	18086	minus	7680085	7678045	2040	33	5	14	2	0.868421053	0.875	0.010888316	38	16	2	0.057142857	0	0
ENSMUST00000031766.11_intron_5_0_chr6_7680212_r	40448.84	1040	38893.11538	687234.46	253	2716341.739	0.014318197	ENSMUSG00000029752	ENSMUST00000031766.11	5	chr6	7693254	7675168	18086	minus	7681250	7680210	1040	35	11	15	3	0.760869565	0.833333333	0.131244534	46	18	1	0.027777778	0	0
ENSMUST00000031766.11_intron_6_0_chr6_7681378_r	16501	558	29571.68459	670945.5	228	2942743.421	0.010049019	ENSMUSG00000029752	ENSMUST00000031766.11	4	chr6	7693254	7675168	18086	minus	7681934	7681376	558	44	0	19	0	1	1	0	44	19	6	0.12	0	0
ENSMUST00000031766.11_intron_7_0_chr6_7682036_r	10658.01	237	44970.50633	670712.02	286	2345146.923	0.019175987	ENSMUSG00000029752	ENSMUST00000031766.11	3	chr6	7693254	7675168	18086	minus	7682271	7682034	237	44	17	27	1	0.721311475	0.964285714	0.4188383	61	28	3	0.063829787	0	0
ENSMUST00000031766.11_intron_8_0_chr6_7682457_r	18753.437	2714	6909.888357	1045054.63	422	2476432.771	0.002790259	ENSMUSG00000029752	ENSMUST00000031766.11	2	chr6	7693254	7675168	18086	minus	7685169	7682455	2714	70	2	34	0	0.972222222	1	0.040641985	72	34	3	0.04109589	0	0
ENSMUST00000031766.11_intron_9_0_chr6_7685407_r	40880.631	3847	10626.6262	1631319	508	3211257.874	0.003309179	ENSMUSG00000029752	ENSMUST00000031766.11	1	chr6	7693254	7675168	18086	minus	7689252	7685405	3847	90	2	34	1	0.97826087	0.971428571	-0.010111317	92	35	8	0.081632653	0	0
ENSMUST00000031899.13_intron_10_0_chr6_41698449_r	2979	441	6755.102041	45873.976	336	136529.6905	0.049477165	ENSMUSG00000029866	ENSMUST00000031899.13	7	chr6	41704339	41686329	18010	minus	41698888	41698447	441	11	31	11	19	0.261904762	0.366666667	0.485426827	42	30	18	0.620689655	0	0
ENSMUST00000031899.13_intron_11_0_chr6_41699077_r	597	89	6707.865169	37341	250	149364	0.044909517	ENSMUSG00000029866	ENSMUST00000031899.13	6	chr6	41704339	41686329	18010	minus	41699164	41699075	89	50	2	43	10	0.961538462	0.811320755	-0.245072172	52	53	1	0.019607843	0	0
ENSMUST00000031899.13_intron_12_0_chr6_41699227_r	26456.544	2688	9842.464286	29035.369	208	139593.1202	0.070508233	ENSMUSG00000029866	ENSMUST00000031899.13	5	chr6	41704339	41686329	18010	minus	41701913	41699225	2688	17	33	14	37	0.34	0.274509804	-0.308677071	50	51	8	0.32	0	0
ENSMUST00000031899.13_intron_13_0_chr6_41702060_r	181	302	599.3377483	29237.153	270	108285.7519	0.005534779	ENSMUSG00000029866	ENSMUST00000031899.13	4	chr6	41704339	41686329	18010	minus	41702360	41702058	302	87	4	101	6	0.956043956	0.943925234	-0.018404359	91	107	5	0.054347826	0	0
ENSMUST00000031899.13_intron_14_0_chr6_41702485_r	310	429	722.6107226	25790	300	85966.66667	0.008405708	ENSMUSG00000029866	ENSMUST00000031899.13	3	chr6	41704339	41686329	18010	minus	41702912	41702483	429	92	8	117	16	0.92	0.879699248	-0.064623482	100	133	2	0.021276596	0	0
ENSMUST00000031899.13_intron_15_0_chr6_41703089_r	1675	272	6158.088235	36408.5	317	114853.3123	0.053616984	ENSMUSG00000029866	ENSMUST00000031899.13	2	chr6	41704339	41686329	18010	minus	41703359	41703087	272	93	21	121	37	0.815789474	0.765822785	-0.091186308	114	158	0	0	1	0
ENSMUST00000031899.13_intron_2_0_chr6_41688115_r	474	210	2257.142857	27845.499	236	117989.4025	0.019130047	ENSMUSG00000029866	ENSMUST00000031899.13	15	chr6	41704339	41686329	18010	minus	41688323	41688113	210	7	8	2	4	0.466666667	0.333333333	-0.485426828	15	6	1	0.125	0	0
ENSMUST00000031899.13_intron_3_0_chr6_41688391_r	796	150	5306.666667	16477	177	93090.39548	0.057005523	ENSMUSG00000029866	ENSMUST00000031899.13	14	chr6	41704339	41686329	18010	minus	41688539	41688389	150	7	8	3	4	0.466666667	0.428571429	-0.122856749	15	7	0	0	1	0
ENSMUST00000031899.13_intron_4_0_chr6_41688650_r	186	144	1291.666667	18542.875	210	88299.40476	0.01462826	ENSMUSG00000029866	ENSMUST00000031899.13	13	chr6	41704339	41686329	18010	minus	41688792	41688648	144	11	0	6	4	1	0.6	-0.736965594	11	10	0	0	1	0
ENSMUST00000031899.13_intron_5_0_chr6_41688893_r	641	386	1660.621762	16011.875	177	90462.57062	0.018357004	ENSMUSG00000029866	ENSMUST00000031899.13	12	chr6	41704339	41686329	18010	minus	41689277	41688891	386	10	4	5	6	0.714285714	0.454545455	-0.652076696	14	11	3	0.230769231	0	0
ENSMUST00000031899.13_intron_6_0_chr6_41689355_r	367	187	1962.566845	16428	175	93874.28571	0.020906331	ENSMUSG00000029866	ENSMUST00000031899.13	11	chr6	41704339	41686329	18010	minus	41689540	41689353	187	16	0	9	5	1	0.642857143	-0.637429921	16	14	1	0.058823529	0	0
ENSMUST00000031899.13_intron_7_0_chr6_41689639_r	1194.5	1113	1073.225517	21177.5	208	101814.9038	0.010540947	ENSMUSG00000029866	ENSMUST00000031899.13	10	chr6	41704339	41686329	18010	minus	41690750	41689637	1113	13	3	7	8	0.8125	0.466666667	-0.799975392	16	15	1	0.071428571	0	0
ENSMUST00000031899.13_intron_8_0_chr6_41690861_r	2431.33333	6490	374.6276317	24937.99997	239	104343.0961	0.003590344	ENSMUSG00000029866	ENSMUST00000031899.13	9	chr6	41704339	41686329	18010	minus	41697349	41690859	6490	13	0	11	6	1	0.647058824	-0.628031223	13	17	2	0.133333333	0	0
ENSMUST00000031899.13_intron_9_0_chr6_41697479_r	2863	823	3478.73633	30225.978	277	109119.0542	0.031880191	ENSMUSG00000029866	ENSMUST00000031899.13	8	chr6	41704339	41686329	18010	minus	41698300	41697477	823	6	4	6	1	0.6	0.857142857	0.514573173	10	7	4	0.4	0	0
ENSMUST00000031978.8_intron_0_0_chr6_39802545_r	3147.08662	2828	1112.831195	333809.877	980	340622.3235	0.003267053	ENSMUSG00000029918	ENSMUST00000031978.8	1	chr6	39810988	39801803	9185	minus	39805371	39802543	2828	25	0	3	0	1	NA	NA	25	3	2	0.074074074	0	0
ENSMUST00000032071.12_intron_6_0_chr6_85958716_r	1378.58334	502	2746.181952	64341	206	312334.9515	0.008792426	ENSMUSG00000030002	ENSMUST00000032071.12	1	chr6	85961667	85942267	19400	minus	85959216	85958714	502	15	4	14	2	0.789473684	0.875	0.14839184	19	16	0	0	1	0
ENSMUST00000032078.8_intron_1_0_chr6_85459269_f	18291.3	675	27098.22222	1449376	259	5596046.332	0.004842387	ENSMUSG00000030007	ENSMUST00000032078.8	1	chr6	85451513	85468475	16962	plus	85459267	85459942	675	39	6	12	4	0.866666667	0.75	-0.208586622	45	16	1	0.025	0	0
ENSMUST00000032078.8_intron_10_0_chr6_85467786_f	22935.5	269	85262.08178	3063262.9	628	4877807.166	0.017479593	ENSMUSG00000030007	ENSMUST00000032078.8	10	chr6	85451513	85468475	16962	plus	85467784	85468053	269	14	0	2	0	1	NA	NA	14	2	0	0	1	0
ENSMUST00000032078.8_intron_2_0_chr6_85460049_f	15957.99	998	15989.96994	1089395.71	231	4715998.745	0.00339058	ENSMUSG00000030007	ENSMUST00000032078.8	2	chr6	85451513	85468475	16962	plus	85460047	85461045	998	40	0	13	2	1	0.866666667	-0.206450877	40	15	0	0	1	0
ENSMUST00000032078.8_intron_3_0_chr6_85461171_f	11984.5	339	35352.50737	774214.1	177	4374090.96	0.008082252	ENSMUSG00000030007	ENSMUST00000032078.8	3	chr6	85451513	85468475	16962	plus	85461169	85461508	339	38	2	11	2	0.95	0.846153846	-0.167007518	40	13	0	0	1	0
ENSMUST00000032078.8_intron_4_0_chr6_85461561_f	13952.62506	467	29877.14146	1014719.7	223	4550312.556	0.006565954	ENSMUSG00000030007	ENSMUST00000032078.8	4	chr6	85451513	85468475	16962	plus	85461559	85462026	467	37	2	9	2	0.948717949	0.818181818	-0.213557764	39	11	2	0.051282051	0	0
ENSMUST00000032078.8_intron_5_0_chr6_85462198_f	22174.9333	2584	8581.630534	1395910.8	335	4166897.91	0.002059477	ENSMUSG00000030007	ENSMUST00000032078.8	5	chr6	85451513	85468475	16962	plus	85462196	85464780	2584	35	3	9	1	0.921052632	0.9	-0.033358598	38	10	2	0.054054054	0	0
ENSMUST00000032078.8_intron_6_0_chr6_85464945_f	13573.82	957	14183.71996	1314501.513	352	3734379.299	0.003798147	ENSMUSG00000030007	ENSMUST00000032078.8	6	chr6	85451513	85468475	16962	plus	85464943	85465900	957	32	1	8	0	0.96969697	1	0.044394119	33	8	1	0.03030303	0	0
ENSMUST00000032078.8_intron_7_0_chr6_85466089_f	14806	537	27571.6946	1154541.4	285	4051022.456	0.006806108	ENSMUSG00000030007	ENSMUST00000032078.8	7	chr6	85451513	85468475	16962	plus	85466087	85466624	537	23	3	5	0	0.884615385	1	0.176877761	26	5	1	0.041666667	0	0
ENSMUST00000032078.8_intron_8_0_chr6_85466722_f	17532.75	307	57109.93485	1077934.73	229	4707138.559	0.012132622	ENSMUSG00000030007	ENSMUST00000032078.8	8	chr6	85451513	85468475	16962	plus	85466720	85467027	307	19	2	5	0	0.904761905	1	0.144389909	21	5	1	0.05	0	0
ENSMUST00000032078.8_intron_9_0_chr6_85467160_f	21450.9933	421	50952.47815	1742387.003	338	5154991.132	0.009884106	ENSMUSG00000030007	ENSMUST00000032078.8	9	chr6	85451513	85468475	16962	plus	85467158	85467579	421	19	2	4	0	0.904761905	NA	NA	21	4	0	0	1	0
ENSMUST00000032124.8_intron_1_0_chr6_81962498_r	5381.7	1438	3742.489569	263717.3	315	837197.7778	0.004470257	ENSMUSG00000030045	ENSMUST00000032124.8	2	chr6	81965958	81957850	8108	minus	81963934	81962496	1438	10	0	6	2	1	0.75	-0.415037499	10	8	1	0.090909091	0	0
ENSMUST00000032124.8_intron_2_0_chr6_81964069_r	1790	172	10406.97674	124541.5	252	494212.3016	0.021057705	ENSMUSG00000030045	ENSMUST00000032124.8	1	chr6	81965958	81957850	8108	minus	81964239	81964067	172	11	3	6	1	0.785714286	0.857142857	0.125530882	14	7	0	0	1	0
ENSMUST00000032130.7_intron_1_0_chr6_87630176_r	1442.09444	6756	213.453884	17332.65027	205	84549.51351	0.002524602	ENSMUSG00000030051	ENSMUST00000032130.7	8	chr6	87672193	87629748	42445	minus	87636930	87630174	6756	10	0	1	0	1	NA	NA	10	1	1	0.090909091	0	0
